17681559226,1768155922620169913966131537380212941600
42142561071896846626,4214256107189684662633587441497697392156
525714,5257149045432792519079400711150478537803
eteocl,eteocles
floc,flock
assuag,assuaged
0850390101739924877352408881040,0850390101739924877352408881040807749924
1072,1072224659040085537982352538851716235182
flog,flogging
581999652392754,5819996523927548842743541440288453645559
174189688354813164399743776,1741896883548131643997437764158365242234
27848361521406689726610271237157795,2784836152140668972661027123715779503062
ensue,ensued
975385779583727977029,9753857795837279770297223143519995849952
ensui,ensuing
coach,coaches
4759457138217852516642742746639,4759457138217852516642742746639193200305
women,womenfolks
160909671920072376588942261,1609096719200723765889422618655048755261
582526239,5825262395941896730036408086242336576209
woman,womanly
3680363289,3680363289139664155342066705623272936001
venomo,venomous
resolutio,resolution
0153084180417,0153084180417376989637590025469994541316
244566489159211382,2445664891592113822588678809725643516464
65340097,6534009706581694636096660911110968789751
761520488296909104689167671,7615204882969091046891676715553733466225
adversit,adversity
1090,1090431831637960464315231844346697999048
85313861018672921889,8531386101867292188934703934207224555679
impoverish,impoverishment
inculc,inculcated
3807752318964689404,3807752318964689404303318214865563701469
721605546143967733625846299738507730,7216055461439677336258462997385077307751
8851750122504754778999508544083983,8851750122504754778999508544083983800725
acroba,acrobats
20747955408091149186620868718,2074795540809114918662086871848995504452
83188085436732780687977165911165422,8318808543673278068797716591116542244538
2272181694051590421708,2272181694051590421708921042875521886583
ecsta,ecstasy
wreste,wrested
illuminatin,illuminating
78121824014129936859046514,7812182401412993685904651465192091986053
9168949981,9168949981898588529537874489519527097766
447165516612,4471655166126749307993747057729305217504
defeate,defeated
14680001,1468000151211434422560238744743252507693
231040432425267859555620773105430,2310404324252678595556207731054307229803
6314151759,6314151759089289869561975611230253108750
4676514566899,4676514566899762798960629592511976367290
28209895454562763443535757,2820989545456276344353575741673638980108
1194754452132173222587555048979926,1194754452132173222587555048979926746854
40361297,4036129729992912630842812149152469877429
9395002945834116482411496975832601180,9395002945834116482411496975832601180073
213675828,2136758288423285957759412684479036912662
890685186755868574434469213792094590683,8906851867558685744344692137920945906836
452253550035968325337489186278,4522535500359683253374891862786783594439
incura,incurable
382178622609991600867,3821786226099916008675244626545702896906
6880272205233860037284290315582845,6880272205233860037284290315582845459385
513782,5137821434533665059832834744353629031239
425341701098843585318933917593451,4253417010988435853189339175934511574023
53190017642722275103944609964,5319001764272227510394460996414393226725
explanator,explanatory
570897489304,5708974893048753897955544443791303790422
tortuou,tortuous
cloudle,cloudless
2219749124257510162187439772,2219749124257510162187439772902147704638
701504495496412454361656210150919997,7015044954964124543616562101509199978629
267234327186809962504543,2672343271868099625045432475688702055341
0681363781529646159,0681363781529646159632606987449611053683
40693250606283446893,4069325060628344689375430167878153206160
descriptio,description
78211466689996845227042,7821146668999684522704295458971092216365
becalm,becalmed
30757573490,3075757349027073424962988799969420945959
41765066362169059280,4176506636216905928021516429198484077446
355806178566,3558061785668075849108018580569556799018
41105228454658356793629696192,4110522845465835679362969619219080897536
duplicit,duplicity
65182654563438285115,6518265456343828511591376315695198952302
flue,fluent
95839947080954,9583994708095478886350328112962689923111
complimen,compliments
001874730191973108811575167,0018747301919731088115751677700507143201
220410705992788,2204107059927888926774575208428752637798
commente,commented
804069317,8040693172476915221921740909688020900880
501792,5017924552067329003818814068686247959272
141712,1417121034460842716166190012571958707932
839814484585580,8398144845855803277997327929143195789110
strun,strung
34846331792190449465,3484633179219044946529230214692597565663
05400703561310260405145079325925798,0540070356131026040514507932592579822740
12395,1239578260248978371473556820782675452142
7823688885575,7823688885575325066254262367702604215835
12442841762562301395386699,1244284176256230139538669970308943645907
56720062839,5672006283974482871329822395757910542081
3433797893158,3433797893158203941287898972897329881255
eventual,eventually
7758497173173328730528113,7758497173173328730528113496959166838787
09439960917635456,0943996091763545687990028145151697437175
24374,2437478902689351739040432948516106597858
178310685015629913555987,1783106850156299135559874758848151014815
peacema,peacemaker
28680813,2868081324793106686855857401668022408227
7104569019,7104569019191359062304102336798080907240
6873123710180229,6873123710180229775301190684280440780938
2344049394,2344049394502115428867244188717409524554
invidio,invidious
farmya,farmyard
genes,genesis
61331,6133138458300075204493382656029760673711
nestling,nestlings
145909106484164,1459091064841642678309949723674420175862
28746661988915,2874666198891534664244887911940711423940
synagogue,synagogues
56377507172705,5637750717270565927177928553719554743385
915218219624653,9152182196246535755705642282203995466826
624807432542464195984647411575625441010,6248074325424641959846474115756254410103
184159734610382401178556739080566483,1841597346103824011785567390805664833210
236329123670525421454641629689104,2363291236705254214546416296891044298163
45756330336556777374,4575633033655677737480864410996914182777
549386540,5493865404638285967422163182015301396297
66348383589670340911,6634838358967034091155130878201387234947
653483012849067784503749089174934738901,6534830128490677845037490891749347389015
75969,7596948538057364208384918887095176052287
countenanc,countenance
technologica,technological
48329,4832982299616721708015680108079977712651
cartwrightin,cartwrighting
47190161963354677071409,4719016196335467707140905908269542251964
700371161,7003711618294859399311999550704553811967
18039943217000090542650763095588465895,1803994321700009054265076309558846589517
4633863305788748740554000544043934,4633863305788748740554000544043934488819
79045520049618583777721048046635533,7904552004961858377772104804663553380661
21338968617,2133896861735924509208014653125297779661
5949302092112205261031239068294134569,5949302092112205261031239068294134569678
flye,flyer
126843576035690197,1268435760356901970523138364640961311774
73336,7333633425768598836125272025094401943067
48314,4831476678183644656510024467827445695591
flyi,flying
85821217202312741670097403514,8582121720231274167009740351431532131803
frenchwoma,frenchwoman
9290684475779825179556975,9290684475779825179556975823508437174610
61357,6135749143182591424798293677754904963993
buzzi,buzzing
24367,2436739840284188639147633491695114032583
638221352138397791,6382213521383977913844332564428849087291
4149653944150138386874838487022468182,4149653944150138386874838487022468182939
7615755549162366017,7615755549162366017628802206010686555241
729346630551604309237856772292935372084,7293466305516043092378567722929353720841
41774056125,4177405612570030362581170483838539120727
75983,7598342205080893512902312247597064410567
50177725387402564253470879,5017772538740256425347087908913729172282
4100758751490829582275691935054218,4100758751490829582275691935054218410644
variegate,variegated
coaxi,coaxial
68403410594,6840341059483417884389631799564688157919
76918923890,7691892389063090542534883896831762904120
4806040437372771834769014720664234434,4806040437372771834769014720664234434374
startl,startled
3812482853076135561496184,3812482853076135561496184443649230142909
99974,9997495267988010745764665383774004374636
73343,7334336638475659094972822180941868407423
22764678117533361028187800710,2276467811753336102818780071021979442877
46706436834050,4670643683405047499433398022856103130830
29605082034159,2960508203415938806006561845735081804032
0996720131237303297076789887400,0996720131237303297076789887400993173096
090007474065,0900074740659456503153750441779821923063
327024255193915090836,3270242551939150908360134623961233500108
19294973616594425947175476,1929497361659442594717547651352052450725
flitte,flitted
entit,entity
2231877,2231877065395275783874454229129966623016
4512722373788612605816566805371439612,4512722373788612605816566805371439612788
38986,3898695076713447940748097845416328110406
6405975494712390923724581,6405975494712390923724581261545825266673
advertis,advertising
fellowm,fellowmen
battlefie,battlefield
946863,9468635333917587374465520060088199752940
actual,actually
amende,amended
malcon,malcontents
000503117343920732113908032936344,0005031173439207321139080329363447972735
019316832211136554739228,0193168322111365547392288184271373843690
amendm,amendment
483940467505708347927948338133276237937,4839404675057083479279483381332762379378
preconceiv,preconceived
joyou,joyous
82716864454830,8271686445483065466339752560796159358308
54051419561078009029866701,5405141956107800902986670146352385320660
actuat,actuated
95032240023204536338955215399190110,9503224002320453633895521539919011035217
36313,3631358538902366255728542451601808048716
126772812593958220524289991371690,1267728125939582205242899913716906856504
14991,1499197980812095692195622632313741870979
misdemeano,misdemeanor
progeni,progenitors
21865459971596639015641941751820935,2186545997159663901564194175182093593261
481622376790414926742600071,4816223767904149267426000710459226953148
40501384107478,4050138410747889433939966035918539341984
incommod,incommoded
924162772577881479,9241627725778814797477044600542366934615
5150251919455969,5150251919455969123143757999113830165611
preventio,prevention
53319047439547406640152,5331904743954740664015260871940915743955
5534277461763554,5534277461763554923181745615918566806168
2255162155107179460621892674335641,2255162155107179460621892674335641960083
583552520157,5835525201575239280826462555785658190226
footma,footman
blathe,blatherskites
21288474099,2128847409929537040546962226547278807248
919289,9192897695931576689198730517638869846150
incarnad,incarnadined
708348197214488,7083481972144888987906765037959036696724
144872441381384976,1448724413813849763797102676020845531824
711155257858307102493689881,7111552578583071024936898814562568786834
04895695292801126986,0489569529280112698632533646737179519363
kingdo,kingdom
582526239594189673,5825262395941896730036408086242336576209
85451123166817353483,8545112316681735348382537248253476367775
415211,4152111513683506275260232648472870392076
70302806519535452053173536808954589,7030280651953545205317353680895458990218
corinthi,corinthian
2436739840284,2436739840284188639147633491695114032583
4789714326222041069587947186435,4789714326222041069587947186435439940738
funnel,funnels
9415531513869887818372,9415531513869887818372322713640117558813
demandi,demanding
187936518185,1879365181850202087732690613359218200076
330202070051718894170,3302020700517188941706465146238366720632
demande,demanded
pelissie,pelissier
0547854954620263256676,0547854954620263256676813262435925020249
agoniz,agonized
footso,footsore
45183618569890887,4518361856989088721789764694721246807900
7865480871,7865480871476464512824264478216644266616
71083890,7108389097825964406170543546968567030745
5085915126581214382337107294914,5085915126581214382337107294914808847235
755961031676965871612819519196688,7559610316769658716128195191966889332664
600083719735263838389967891846003,6000837197352638383899678918460032707368
1777814988861008308778,1777814988861008308778495717098808586670
40327994040168001372934,4032799404016800137293477301530941805070
588366948732241172650448726839232845,5883669487322411726504487268392328453010
23980137981043405641824033961624,2398013798104340564182403396162494910454
613313845830007,6133138458300075204493382656029760673711
6689589918153082576,6689589918153082576160659184376050505170
01681597797006648839448,0168159779700664883944824463322109283205
skyfo,skyfox
801006794892685536094499,8010067948926855360944990373928383520627
sorrowf,sorrowful
coast,coastline
41581171353292035873164168,4158117135329203587316416883910799400067
57272282250812017060713380339641841211,5727228225081201706071338033964184121125
8976226554849416217,8976226554849416217149895323834216001140
622654141067246487216174351317,6226541410672464872161743513173976971222
86673572604086951113664988122,8667357260408695111366498812299578016188
12187481,1218748182028339418870763117316152898117
62420159350785208256006041015568898995,6242015935078520825600604101556889899501
80100679489,8010067948926855360944990373928383520627
bright,brightness
79535934403,7953593440354945217396032709540771210733
unsuspec,unsuspecting
1352783695117788386,1352783695117788386387443966253224985065
367109059236155113860447246378721244,3671090592361551138604472463787212446125
9201934057549684,9201934057549684090481295552265475465071
311730123819706841614039701983767932068,3117301238197068416140397019837679320683
0841907975296782,0841907975296782445969183509474202123617
75215668571950637193656539,7521566857195063719365653903894493664217
813400284555251391,8134002845552513917355978456150353144603
candida,candidates
guardin,guarding
10121244340928131,1012124434092813146597602213604162230311
550026080424160562533591856230955376566,5500260804241605625335918562309553765668
74224615114060157601159102564490022649,7422461511406015760115910256449002264980
30709956622662030,3070995662266203031826493657336984195557
24281917,2428191747958661999444111962087304980643
645629180590529597479,6456291805905295974791266162882381429824
1329160019,1329160019888063691276474165670674854907
unbearabl,unbearable
9039475168,9039475168017709900129391137881248534255
dogmatis,dogmatism
269582654478205672987756426325,2695826544782056729877564263253215942944
fetch,fetched
992820181576,9928201815764270549629974019008374934449
48394,4839404675057083479279483381332762379378
commiserat,commiserate
908566008543102796375247476,9085660085431027963752474762653530315586
1340512737557039180682234,1340512737557039180682234471816793932912
artific,artificial
958958288190749004033159343607,9589582881907490040331593436076189609669
447090791040997,4470907910409978597465611245985197215755
possession,possessions
078955916549813,0789559165498130372929444623063712843579
78860399015,7886039901574952080654434094624466346532
7441093521532790,7441093521532790681603205421596795906641
4152027721127070187421548123,4152027721127070187421548123931953220997
78486762430120184893291096152,7848676243012018489329109615281108087617
894335869195960493640965157,8943358691959604936409651570327527570641
23174762065377261637174453605497,2317476206537726163717445360549726690601
3717,3717465670504744152802771254156940136586
31541166311296384371940033373601330,3154116631129638437194003337360133055263
2010040811760123270513163743,2010040811760123270513163743154487571768
agricultu,agriculture
4719016196335467707140905908,4719016196335467707140905908269542251964
obeisanc,obeisance
962574244254205467,9625742442542054678576747819095948650057
85547116852481055999157444155150743,8554711685248105599915744415515074312144
diaphano,diaphanous
6040408,6040408483796190725421658694094866820923
unperceive,unperceived
blatan,blatant
3728,3728199869021311629886680267446443489233
28069777204373637178734579484202,2806977720437363717873457948420238745151
latterl,latterly
3724,3724366671129644602929157461811177891696
inexpressi,inexpressible
9174337,9174337193208062873130358964057087377996
66651960426350406454862543383,6665196042635040645486254338377220942848
8707777519329994213,8707777519329994213727721125884360871583
unexpect,unexpected
sunshin,sunshine
coars,coarse
7578437917,7578437917900480884802302930439263092134
761575554916236601762,7615755549162366017628802206010686555241
8438130609555262272,8438130609555262272083751862983706678722
779295282467954373022634724953,7792952824679543730226347249535946630023
586753,5867536575448614076119311259585126557597
5570835998154489128686348,5570835998154489128686348072071006178705
3735,3735744708366215377470972660188656210681
introduction,introductions
6880272205233,6880272205233860037284290315582845459385
7492133166316,7492133166316281245638823828871564844788
78211466689996,7821146668999684522704295458971092216365
revenge,revengeful
97603470884404,9760347088440464730831726826112777236133
0117928145468590965326166,0117928145468590965326166160684031600779
96188294529171362940967592,9618829452917136294096759250763134863660
4728667983441293018,4728667983441293018131344299088234006652
32389539404603532539675835439,3238953940460353253967583543953505167202
688388003174146490203843590358527,6883880031741464902038435903585279931238
_that,_that_
3742,3742054978566598954690899385589184410856
1495138622752399,1495138622752399389387349050826254724177
8675729751892142956525124869439837290,8675729751892142956525124869439837290474
28069777204373637178734579,2806977720437363717873457948420238745151
3760,3760181694031056909587141386804846359853
stren,strength
0363893,0363893131364327137688841026811219891275
8624279864,8624279864114379284356205759555001443080
6308788966615197255618037147259002955,6308788966615197255618037147259002955071
unlimi,unlimited
6843555962059805727895,6843555962059805727895175449869421932697
ungrati,ungratitude
adaptabi,adaptability
7986563590796846219153494,7986563590796846219153494458767717006377
464852363324759102670562466,4648523633247591026705624663508025530581
3771,3771632056518351970100115722010956997890
16322617,1632261765485737667194313284005062629514
661110427671936,6611104276719364818363605341087489710668
4925542179398272327935,4925542179398272327935709582874859712678
787093765,7870937650226014929101151717763594460202
2789834328957841696889075623746,2789834328957841696889075623746728104480
attitude,attitudes
3782,3782829712054469318226040167030853091165
537634,5376345210503709954529420552320788174493
sentenc,sentence
1120,1120187618531256710150212239401285668608
nondesc,nondescript
104655438916,1046554389165150954187306071015034430609
91261131,9126113117314169066606067613797690123141
350804863393555238405735580863718,3508048633935552384057355808637187635302
00501,0050195045201350200180281506933241918267
ferve,fervent
99501610912720,9950161091272081791353240678426716179201
086308158185862815883054564662297,0863081581858628158830545646622976948039
0789559165498130372929444623063712,0789559165498130372929444623063712843579
palat,palatable
smitte,smitten
798656359079684,7986563590796846219153494458767717006377
085039010173992487735240888104080774,0850390101739924877352408881040807749924
35328425434966160849547,3532842543496616084954788090727649930252
18696710148540307471561,1869671014854030747156109135893316560016
986911140585034922391567,9869111405850349223915675546214246755049
3793,3793990752166069238053369887956513728559
15059008069525406106285364082932,1505900806952540610628536408293276621931
1128,1128936773524995818201177479978863639328
783143174440811949422975599314011,7831431744408119494229755993140118886833
7740992,7740992171922783223006387384996138434398
1124,1124982614345594089618135092268576114746
65544901295,6554490129530972889637677133538424297153
883219897675132053511523054566,8832198976751320535115230545666467143795
8594250385840436599328165194,8594250385840436599328165194149737728672
innocen,innocent
_surfin,_surfing
besiege,besieged
745705694487,7457056944878307794587886506297089549984
75215668571950637193,7521566857195063719365653903894493664217
85173941894665109437457682707822099,8517394189466510943745768270782209928468
stran,strange
81702582044129853760499827899020083,8170258204412985376049982789902008349838
0135205615103489821873770245063583,0135205615103489821873770245063583314243
62989140226580,6298914022658002613415803948035797101900
2133205286374577983487319388899574,2133205286374577983487319388899574634252
89828172569048418432606194625427669,8982817256904841843260619462542766936889
lolli,lolling
5168144627670903450457460,5168144627670903450457460997444500166918
9280549839169261068975151,9280549839169261068975151083963132117128
lolle,lolled
229644317263587524548607,2296443172635875245486075630206676569423
uncons,unconscious
186031959866,1860319598667962363489309283087840712400
98496465105820939239829488793,9849646510582093923982948879332036250944
931053144471668835,9310531444716688351829205143436092924931
yieldin,yielding
statis,statistical
61084370229,6108437022947302667214991648496107468032
statio,station
454764258840995216482554453662083811,4547642588409952164825544536620838117891
337326687167594671539,3373266871675946715392611950649224725627
distract,distracted
manife,manifesto
993041,9930411890501756484917499452393770674524
2713836057729788241256119071766394650,2713836057729788241256119071766394650706
maci,macintosh
99243339436093622339032149935,9924333943609362233903214993572625074806
ferre,ferret
rectitu,rectitude
states,statesman
8721236436704331409115573328,8721236436704331409115573328018297798873
7370463520132718259241,7370463520132718259241090604009763858585
5607160746,5607160746524411188418007340678985871592
unconc,unconcilliatory
shrinkin,shrinking
3686120,3686120162437365698467037858533052758333
37907750266020,3790775026602011481493548222891666364078
3985505407044541890884720423764,3985505407044541890884720423764997490350
babi,babies
inconsistencie,inconsistencies
797601546823371547841,7976015468233715478415429742230166504759
babe,babes
9347243455794730048929,9347243455794730048929825402680821621522
03515988885193458,0351598888519345807273866738589422879228
23837573804282,2383757380428200735858693804433152925312
41496539441501383,4149653944150138386874838487022468182939
baby,babyhood
fatuou,fatuous
fiendish,fiendishly
2305214759943058006652042710117125674,2305214759943058006652042710117125674185
5216436594262960768570585698507157151,5216436594262960768570585698507157151317
uncomf,uncomfortable
673367010615094243456984401873,6733670106150942434569844018733128101079
unwiel,unwieldy
sensibili,sensibility
7745143192838,7745143192838243118326326507953037117780
pallo,pallor
relin,relinquish
121491620765,1214916207656769950659715344763470320853
1182,1182195745017010605938433651945862836068
lighthea,lighthearted
017779397,0177793977695789208451097926538290562673
81427639105192346850819790017965199070,8142763910519234685081979001796519907050
3674361541081593,3674361541081593464960431603544354737728
0470231935986652337885624422918,0470231935986652337885624422918827843644
377724727679,3777247276797635865806019396287718060679
630201441787982022116248471657468,6302014417879820221162484716574682911463
unaide,unaided
635874847350159021552212038828116,6358748473501590215522120388281168021413
3594328274275983382931099806461605360,3594328274275983382931099806461605360243
supercomp,supercomputer
badg,badges
madn,madness
1193,1193793237245385720960758227717848336161
4310227061375913680565,4310227061375913680565188613134583079907
993480444554985059782329789861702,9934804445549850597823297898617029498418
shimmerin,shimmering
8658651684645699648,8658651684645699648100156337412550984797
7044368351528538360944295596,7044368351528538360944295596436067609022
crippl,crippled
5400085220065031871239272857835,5400085220065031871239272857835807010762
curse,cursed
cursi,cursing
278983432895784169688907562374672810448,2789834328957841696889075623746728104480
6231253,6231253506068537651423115349665683715116
mage,magenta
1442641660181385990017,1442641660181385990017417408244245378610
478971,4789714326222041069587947186435439940738
enrol,enrolled
navigatio,navigation
magi,magician
strol,strolled
strod,strode
50832803187867077511775256639634,5083280318786707751177525663963479259219
083747146978458055506159145395,0837471469784580555061591453950643731640
suppressin,suppressing
9930411890501,9930411890501756484917499452393770674524
368308042630991048156750,3683080426309910481567503623509654924302
481817678677721527982702,4818176786777215279827025011719581657760
909135440785268547625412668339,9091354407852685476254126683398240534022
91714676226730504422507591529025174,9171467622673050442250759152902517427746
maga,magazine
326560815820452168839,3265608158204521688392231202567106538845
darti,darting
53753016,5375301609214221959406387870747879911949
immeasura,immeasurably
darte,darted
wakefiel,wakefield
46485236,4648523633247591026705624663508025530581
relen,relentless
acquaintanc,acquaintance
relev,relevant
8424245405129246729039791532535999005,8424245405129246729039791532535999005557
64729148174510538806010978,6472914817451053880601097875059255371523
privil,privilege
bait,baited
strif,strife
sheepdo,sheepdogs
researche,researched
810597603263251746405016454606266765529,8105976032632517464050164546062667655290
privit,privity
bail,bailey
7833151318675891,7833151318675891566830067921021594733685
researchi,researching
5014345588970719425863987727,5014345588970719425863987727547109629537
25435368231861829827131824,2543536823186182982713182489884498260285
252138855126583037630477490625995514925,2521388551265830376304774906259955149259
striv,striven
3594328274275983382,3594328274275983382931099806461605360243
0336210654228218767395801212864,0336210654228218767395801212864427885474
4456548526356617201975630015800,4456548526356617201975630015800497902234
strin,string
850068526202584328,8500685262025843284208558233856693664984
hirin,hiring
4462920932399,4462920932399941759337491789978648495814
756580021192827039104239196642,7565800211928270391042391966426911155333
4728958417658875534522793,4728958417658875534522793848029772448571
5653203960795517074496039006696990334,5653203960795517074496039006696990334199
293650776646560371236470710927258086,2936507766465603712364707109272580867897
746277697596124888794,7462776975961248887944860986334942285284
63141517590892898695619756112,6314151759089289869561975611230253108750
764385339931878608,7643853399318786080192231083288474598164
17337703815467529764559,1733770381546752976455965184926760393001
665363660370075881004,6653636603700758810044502657349351277074
881722442164955416889,8817224421649554168897855582651980462455
compass,compassion
4642744601747381752963134,4642744601747381752963134587393904845604
3676459875488726170687163109,3676459875488726170687163109591315801609
tilbu,tilbury
maki,making
manuscrip,manuscripts
8350637043393,8350637043393981167139754473622862550680
2818953910289168,2818953910289168163287093097131841398154
836489,8364896134225164450781824423529486363721
balk,balked
75316305565,7531630556544407934278765502673012145783
475945713821,4759457138217852516642742746639193200305
94324426144566592129122564,9432442614456659212912256488935696550091
sepulchere,sepulchered
641279553536,6412795535364422869554305513087000098785
25859859912384399357,2585985991238439935755732850286131559703
7923369382166010702872651938,7923369382166010702872651938143844844532
55734789400195587047847416,5573478940019558704784741658847364803865
make,makes
647294090135435640927796,6472940901354356409277969379842065738891
1818271276125025241876,1818271276125025241876177485994084521492
watchm,watchman
561568485039199585502,5615684850391995855029256054176767663145
watchi,watching
7121048394392009459146475424247859910,7121048394392009459146475424247859910969
watche,watched
42534170109884358531893391759345115,4253417010988435853189339175934511574023
719623585,7196235856312618387156774118738527722922
378029727207362439672,3780297272073624396723985414448075728681
