35129139235954529514074379,3512913923595452951407437943144900950809
73862069,7386206917403695213533732531666345466588
97919929480382549802859460290527631455,9791992948038254980285946029052763145580
430811,4308117317394338867965739135764377642819
96458959567,9645895956779558869098404768259253477849
153198198710,1531981987106161098503757589655767289040
50638081160609084012422243,5063808116060908401242224314761035633289
whizzi,whizzing
255557365570831503200190829920,2555573655708315032001908299209654549873
485252887744289,4852528877442891851104093746333590660233
sirra,sirrah
glari,glaring
0639888740474218669770934964,0639888740474218669770934964775817368358
91632780188525045584887827,9163278018852504558488782722376705263811
reluc,reluctant
glare,glared
913190237031,9131902370311779690892786623112661337671
82682779765125895356,8268277976512589535637614859944850497066
444420664469164933446769818081171656866,4444206644691649334467698180811716568665
6604558896568320670133750574,6604558896568320670133750574503887211133
93287215,9328721532351959996167502975324759319099
cutla,cutlasses
budget,budgets
537634521050370,5376345210503709954529420552320788174493
3451368716009803787125567661,3451368716009803787125567661439231464580
34656027425848659568707451,3465602742584865956870745103527942916334
7491582860169443992004157110270,7491582860169443992004157110270608150727
709679393546363964,7096793935463639644813902571176805779975
fetic,fetich
8082263795700675,8082263795700675539357580808631893207586
4683205563631643189391762626,4683205563631643189391762626993103428948
8611515915683725,8611515915683725241630772254406337875931
76157555491,7615755549162366017628802206010686555241
438177608100773918339,4381776081007739183393749346933644748150
fundrai,fundraising
66318805026555929568,6631880502655592956812395968044929516661
starva,starvation
45225355003596832533748918627867835,4522535500359683253374891862786783594439
431468842988412616042,4314688429884126160426822488230977885564
415811713532,4158117135329203587316416883910799400067
37672745027163897523411142628,3767274502716389752341114262878287367583
595527734907178379342163701,5955277349071783793421637012050054513263
starre,starred
8779467131210427633808726957386093146,8779467131210427633808726957386093146315
171458858708142740902,1714588587081427409024818544642177487692
yearboo,yearbook
3840626612195,3840626612195714191106324606177418057721
916327801,9163278018852504558488782722376705263811
60113461159804341474507055114907166,6011346115980434147450705511490716640635
35145076415353605,3514507641535360519462112217000676321611
11728903,1172890394439366534029422651457568290749
disregar,disregard
61394,6139446350643069742785469477459876821004
133761484183488459636562152,1337614841834884596365621526610332239417
109043183163796046431523184434669799,1090431831637960464315231844346697999048
10814004231141852580329326739632459691,1081400423114185258032932673963245969140
62578756203,6257875620364294270257512121137330213811
430826,4308268617722393852508837607497421959426
850568506230941552068779875,8505685062309415520687798753974065848425
50648333034047657118270402768682714180,5064833303404765711827040276868271418084
intellegen,intellegent
161052262878694413637368312510831068289,1610522628786944136373683125108310682898
079488033141099249907,0794880331410992499071132416945042413912
struc,struck
00373,0037356252794495158284188294787610852639
521084584072443238355860631068069649248,5210845840724432383558606310680696492485
3268959900,3268959900548847534241605866898200674831
salarie,salaries
094399609176354568799,0943996091763545687990028145151697437175
6947959645858,6947959645858044251949051107333876799467
467064368340,4670643683405047499433398022856103130830
558040066982,5580400669825231912255705191336314072113
09446319547658,0944631954765865303210472380462524997191
076343209131978031403165889,0763432091319780314031658897379628301178
7523017450887848856457412750033,7523017450887848856457412750033533034161
219507269337550235821561424994,2195072693375502358215614249945382347811
973108740264753658257565735105997,9731087402647536582575657351059978314264
agonie,agonies
540468342338610760823,5404683423386107608236057829419480093343
28709123113834724,2870912311383472485146035661382188014840
182333898188031633915956595454,1823338981880316339159565954543405777784
concessi,concession
expostulatio,expostulation
609275767958,6092757679587375920701391502921651372085
582526239594189673003640808,5825262395941896730036408086242336576209
999003964948245,9990039649482454575207049220916206142229
memora,memorable
99218174135966290435729003342952605956,9921817413596629043572900334295260595630
25604369606110,2560436960611019384272388310758777165359
8156159561,8156159561093181518370113510479017638359
preventiv,preventives
2675481993546,2675481993546118143913367579700141255870
condemna,condemnation
memori,memories
014350216089018570355817,0143502160890185703558173661823437491622
91232619564621493765275263564,9123261956462149376527526356402127388765
sorrowi,sorrowing
651826545634382851159,6518265456343828511591376315695198952302
blamabl,blamable
09198859,0919885912556341130849457067599032002751
54000852200650318712392,5400085220065031871239272857835807010762
523257317166562527,5232573171665625274275808460620177046433
3492748919713308782295112374663263,3492748919713308782295112374663263563532
remainde,remainder
1529538,1529538871443696399406391099267018219539
706317395612448413745782734376330101853,7063173956124484137457827343763301018534
9520363356199476919379650650168087102,9520363356199476919379650650168087102507
248632,2486327461842846655985332312210466259890
8457680687049780448241057997107,8457680687049780448241057997107715775790
872123643670,8721236436704331409115573328018297798873
529273584758293,5292735847582937522487377937899136764642
063988874047421,0639888740474218669770934964775817368358
20441021347900345,2044102134790034598411927024921557026873
disconnectin,disconnecting
75596103167696587,7559610316769658716128195191966889332664
0098846,0098846231828512448393059455162005455907
2038322781246413671297959415082918,2038322781246413671297959415082918378213
01530841804173769896375900254699945413,0153084180417376989637590025469994541316
208909104583727386227300781566668,2089091045837273862273007815666689142507
3707,3707943800566633648843650891448055710397
lieutenan,lieutenant
585118063036442812314965507,5851180630364428123149655070475102544650
455430305274561512961214,4554303052745615129612145859444321507490
77768847789746299699489949016141866,7776884778974629969948994901614186613155
compact,compactly
0796707076881350222305805,0796707076881350222305805622259429830968
033621065422821876739,0336210654228218767395801212864427885474
187007,1870075823122317068134867930884899275181
avari,avaricious
3387502163443910141,3387502163443910141875767119389144162771
997245530131707617121631866,9972455301317076171216318660029146450137
9306160016168434070611,9306160016168434070611663449248395156319
3616907056148280980363243454,3616907056148280980363243454128229968275
506380811606090840,5063808116060908401242224314761035633289
preconce,preconceived
043976700258,0439767002586300254063526400660163171288
4384605963258204688,4384605963258204688096677957090446458846
heedin,heeding
41163424413448630867632794917768292,4116342441344863086763279491776829230931
212876890545963586369344879749784841,2128768905459635863693448797497848411232
0206304488060,0206304488060645748927405477306939713370
07684955832881902935642012196336,0768495583288190293564201219633684854080
condemne,condemned
regulari,regularity
38335850953666580660559714837677386,3833585095366658066055971483767738669225
51982,5198288336739571436000000343986336321209
817339462747644656858900936266123311152,8173394627476446568589009362661233111529
1259293668405913700595269149344218618,1259293668405913700595269149344218618917
35036604169973297250886876966403555707,3503660416997329725088687696640355570716
wolls,wollstonecraft
phrenologi,phrenologists
321555242046594100814183511201,3215552420465941008141835112017419685343
benevol,benevolent
693700278331236542,6937002783312365427450532283462669786446
213675828842328595775941268,2136758288423285957759412684479036912662
100430902,1004309023571363689261949376360267364587
3750,3750798405112665897301814932106195076900
90913544078526854762541,9091354407852685476254126683398240534022
4326592646,4326592646722399821864527976648266730701
651002026543712600466419355461658389459,6510020265437126004664193554616583894595
4958792770070252989609,4958792770070252989609967989759419557352
341158193,3411581934618336692169573605081585080837
61084370229473026672149916,6108437022947302667214991648496107468032
086553647451756548793189256440,0865536474517565487931892564408527448919
stulti,stultified
chivalrou,chivalrous
912771053855266192690352608136771766643,9127710538552661926903526081367717666435
6040408483796190725421658694094866820,6040408483796190725421658694094866820923
295309442911959029,2953094429119590295968563923037689976327
366452897801917513298774795292909959,3664528978019175132987747952929099598069
strec,streching
vorac,voracious
11727211555,1172721155519486685080036853228183152196
unstabl,unstable
733823776791482920328,7338237767914829203283196838105907715727
109971588312780,1099715883127800208982759358981064821179
538570168,5385701687022026202746786479166440307290
273131695384359191204402839495419568,2731316953843591912044028394954195687445
581999652392754884274354144028845,5819996523927548842743541440288453645559
04508510210071522352342792531,0450851021007152235234279253126693010827
frustra,frustrate
stres,stress
femalene,femaleness
082575678550702055510557238187,0825756785507020555105572381878574650371
59530513,5953051376938375381543486981101990651706
0169842055804033637953764520,0169842055804033637953764520304024322566
0923011965591491580056,0923011965591491580056170725851850316728
3109003823116855374,3109003823116855374520901095101174796663
uncorr,uncorrected
strew,strewn
04045983008943565954267256879714918,0404598300894356595426725687971491870344
17745008283769357009954195418390291510,1774500828376935700995419541839029151033
remainin,remaining
89707623668302556167,8970762366830255616755947749871518342698
5815465145982702286766718553093119,5815465145982702286766718553093119233401
6293223929561,6293223929561261004588464424428501155155
12567030787188510933634448,1256703078718851093363444801496752406185
nouredd,noureddin
3769,3769089325589145981417248526582995108822
mindednes,mindedness
ornitho,ornithologers
3783,3783242292418562564425502267215598027401
738425172293,7384251722934396013721240628678363667584
44920488198629786,4492048819862978632974313694851178057929
60121992493917,6012199249391735122145336707913500607486
19290007452098959592011,1929000745209895959201159412324102274845
112893677352499581820117,1128936773524995818201177479978863639328
3671090592361551138604472463,3671090592361551138604472463787212446125
542087505126933144171705880517278127917,5420875051269331441717058805172781279175
6190501772466214587,6190501772466214587592374418657530064998
22654129132040522790712128,2265412913204052279071212820653775058280
7210564861918603858715,7210564861918603858715882024476138160390
2534279922013,2534279922013463805383423696437674288625
3855226,3855226999768226096450075045000961168661
7941147110410688703738674378147161,7941147110410688703738674378147161236141
3790,3790775026602011481493548222891666364078
160174851981885460860036,1601748519818854608600365976067432333464
994666652037530271923764252552,9946666520375302719237642525529103479503
26251509748279,2625150974827987779964373089970388867782
427005527446835915184037330937358049434,4270055274468359151840373309373580494342
3261048927687318299179503799444463281,3261048927687318299179503799444463281585
71115525785830710249,7111552578583071024936898814562568786834
1125,1125588453729063224423222287139122012248
268982477222109852189758140,2689824772221098521897581408797634861467
borrow,borrower
desert,deserted
4975654930790973385418558351578,4975654930790973385418558351578940981400
contractin,contracting
730704895093623555076983788192635,7307048950936235550769837881926357141779
0632396604969145303,0632396604969145303273887874557905934937
182333898188031633915,1823338981880316339159565954543405777784
babb,babbler
683361303882943104080029687386911706,6833613038829431040800296873869117066666
1758028227927216784272,1758028227927216784272064996695684090575
851159874543409320401022189827075392124,8511598745434093204010221898270753921240
64287149641292905601300,6428714964129290560130053913469569829490
4126353464131818587924,4126353464131818587924807605532681228815
194745702358295481365781809867944020220,1947457023582954813657818098679440202202
76997683714764559852673922,7699768371476455985267392259049978855142
strag,straggly
865928095131505012602919,8659280951315050126029195625760329325128
744109352153279068160,7441093521532790681603205421596795906641
04364328416076247766114349880319,0436432841607624776611434988031979223053
7666491,7666491068620333787138260589876552104236
1178936752146022386905665481382858,1178936752146022386905665481382858280449
stras,strasbourg
unconv,unconvinced
985230919046496726024341127034,9852309190464967260243411270345611114149
21287689054596358636934,2128768905459635863693448797497848411232
statin,stating
2787514320295639329591050,2787514320295639329591050834968702906069
3142417650147980187858215768793063001,3142417650147980187858215768793063001153
2960508203415938806006,2960508203415938806006561845735081804032
virtual,virtually
1768218355008829647410655814882049,1768218355008829647410655814882049239533
baco,bacon
uncomm,uncommon
back,background
571889625357632,5718896253576322583427576334842101666810
618679717256081553287164361114,6186797172560815532871643611147487510703
677064199539111948881,6770641995391119488812406598216857871313
1432140,1432140045051394142899835057603879934335
006148,0061488325454528199082562388058720428439
306397518372099753390550958,3063975183720997533905509588362364281449
robins,robinson
234797626736898554749,2347976267368985547494427794991656010852
79083418871606214430014,7908341887160621443001453327502971510467
1172,1172721155519486685080036853228183152196
bacc,bacchus
855737764414097080945745624,8557377644140970809457456248548677049043
6314151759089289869561,6314151759089289869561975611230253108750
5234302680814869781648243493534568558,5234302680814869781648243493534568558436
concerni,concerning
22552163593251257683829249780904311,2255216359325125768382924978090431102048
0900074740659456503153,0900074740659456503153750441779821923063
concerne,concerned
950474056521041002268987858525470,9504740565210410022689878585254706890316
326560815820452168839223120256710653,3265608158204521688392231202567106538845
007594546281,0075945462815492355060864815579289619696
661462385,6614623850633127072987745618984384288764
relig,religion
600027425027224515709063044963,6000274250272245157090630449636923093838
0825756785507,0825756785507020555105572381878574650371
042579137894882757960327887753,0425791378948827579603278877535466861441
relic,relics
1187,1187831154087577756002066412456229323911
attempt,attempted
3249300280401867723910288097866,3249300280401867723910288097866605651183
baff,baffled
9822847308607665368668555164677029,9822847308607665368668555164677029113368
3105799316979179167182711458374352220,3105799316979179167182711458374352220263
1125588453729063,1125588453729063224423222287139122012248
heidelb,heidelburgh
15288272882283137545,1528827288228313754586782698306966912201
6315571927036,6315571927036363450395296043628850885551
3436768000573823963610796223,3436768000573823963610796223140429490728
4899850763163066805026711594463629352,4899850763163066805026711594463629352512
3005178853973790945526513514,3005178853973790945526513514407313004986
stunni,stunning
nsloo,nslookup
17036442426942830574,1703644242694283057457471567494391573593
peacefu,peaceful
8927688163598312477886520141174110,8927688163598312477886520141174110913601
stunne,stunned
badl,badly
000964063154070,0009640631540701820289244667315059736321
1194,1194754452132173222587555048979926746854
034526166589257,0345261665892577931395405145369730429462
tranquilliz,tranquillized
unfashion,unfashioned
307099566226620,3070995662266203031826493657336984195557
7291964034093571225623659496432076,7291964034093571225623659496432076928058
24540,2454027590719621537570187067083731012246
8457680687,8457680687049780448241057997107715775790
2037531,2037531899726180144046677930501403015807
2585985991,2585985991238439935755732850286131559703
2617971928047139600689163,2617971928047139600689163828665277009752
maniac,maniacal
statur,stature
habilime,habiliments
34602455424,3460245542470283753000337254039100859976
67447363413698467328522605570,6744736341369846732852260557012645012334
7056906990457909981446491,7056906990457909981446491936545632594965
curve,curved
06457225822811754838876710,0645722582281175483887671061073178169281
2629289600725876015648405560886,2629289600725876015648405560886131654118
magn,magnificent
7661237826975063430472632784537,7661237826975063430472632784537190244479
3269996508,3269996508860870999964899373049307170967
dumbstr,dumbstruck
72229804170711225699631094594509776,7222980417071122569963109459450977655664
26754249757105208943626395,2675424975710520894362639501382962152214
35861482528200173489575339542,3586148252820017348957533954255019475442
2816339049676558789901487477972479,2816339049676558789901487477972479202502
curvi,curving
141806222223457185679,1418062222234571856794150729952620108620
3052319905,3052319905218571862854368757786091572692
clarifie,clarified
937760252,9377602529543130188938184010247010134929
48525288774428918511040,4852528877442891851104093746333590660233
92875113858569733819760835,9287511385856973381976083524423240466778
feroc,ferocious
557083599815448912868634807,5570835998154489128686348072071006178705
710838909782596440617054354696856,7108389097825964406170543546968567030745
unpuni,unpunished
bagg,baggage
0336210,0336210654228218767395801212864427885474
21865459971596639015641941751,2186545997159663901564194175182093593261
723076033754423468716472,7230760337544234687164722379550779413030
541382655433884877788599720636796606,5413826554338848777885997206367966069232
irregulariti,irregularities
633455010,6334550102286170517890440570419577859833
384974502362,3849745023626573319174244656778749966500
beefst,beefsteak
stric,stricken
compati,compatible
26383798367668159183589049652,2638379836766815918358904965216372649296
mail,mailing
5415960993248,5415960993248678224754243617589443717914
125670307871885109336344,1256703078718851093363444801496752406185
708490580151538205338,7084905801515382053383265112895049385664
4429364514286171585,4429364514286171585873397467918975712119
36231467009311761331,3623146700931176133132018631158730886798
228276664309,2282766643092649005922498102910687594345
55847475151626781530946554,5584747515162678153094655412405240916638
8317786947778049643439917,8317786947778049643439917625492165006086
strik,strike
446177956437,4461779564375239174292850398702258373406
61867971725608,6186797172560815532871643611147487510703
maid,maiden
credit,creditable
39380621400777925633,3938062140077792563376193730520256993190
523267060400043488434329,5232670604000434884343290276036049802786
8199775133263932215794782124933070511,8199775133263932215794782124933070511073
28429103817,2842910381727212131386815655244281098711
ferme,ferment
maho,mahogany
joyfu,joyful
88188651,8818865149169302451512835579818112344900
3238877079996986413722755,3238877079996986413722755263176496628824
992181741359662904357,9921817413596629043572900334295260595630
258250302941073891444,2582503029410738914441818378779490613137
883057930657703331498,8830579306577033314985100683571356243418
1860319598667962363489,1860319598667962363489309283087840712400
629342498141780564616158634153386350772,6293424981417805646161586341533863507722
283816943309750129185445969,2838169433097501291854459692338873328861
631062903402737,6310629034027372604799401819299544542972
11596764725075,1159676472507566836772605235293977301634
65182654563438285,6518265456343828511591376315695198952302
678856743028597460014378548323706870,6788567430285974600143785483237068701190
3168766305099837441859803,3168766305099837441859803498821239340919
897177481121678416085445440019044924,8971774811216784160854454400190449242294
158718692,1587186925538606164779834025435128439612
99042255680414631313092401010493682,9904225568041463131309240101049368241449
ellec,elleck
801006794892685536094499037392838352062,8010067948926855360944990373928383520627
48605497,4860549798023204004722368735574118581327
09113692,0911369267068280539754911116617110239743
ball,balloon
972081704613537616358401534284,9720817046135376163584015342840674118587
6806536650,6806536650641910973434528878338621726156
