525714904543,5257149045432792519079400711150478537803
464274,4642744601747381752963134587393904845604
sufferanc,sufferance
080649882918454395301529982092503,0806498829184543953015299820925030054982
34656027,3465602742584865956870745103527942916334
disperse,dispersed
11249826143455940896181350,1124982614345594089618135092268576114746
sangui,sanguinary
5815465145982702286766,5815465145982702286766718553093119233401
8475923085725368613605356762146929,8475923085725368613605356762146929424264
04821333755,0482133375525845710566195869320315632994
1540756377022274013584110907607846478,1540756377022274013584110907607846478007
0261564643215956091085109244516245,0261564643215956091085109244516245442014
3717465670504744152802771,3717465670504744152802771254156940136586
856520840397442173527448137,8565208403974421735274481374121527747520
6666748,6666748274269259686864337319165487177501
757247093699959574966967627,7572470936999595749669676277240766303535
3686,3686120162437365698467037858533052758333
7857147002108731,7857147002108731469325455792313475724364
88220737929214095487,8822073792921409548717956947854414951731
7615755549162366017628802206010686,7615755549162366017628802206010686555241
reintro,reintroduced
festi,festival
05243704,0524370494021521875478251633470824303035
711597834583511731682041296459670706,7115978345835117316820412964596707063330
7975129633326675259272351,7975129633326675259272351611791836777128
feste,festering
festa,festal
53679465489337,5367946548933752603229062776319833379768
remed,remedies
avala,avalanche
welter,weltering
1039,1039655873354980385099514346350617536148
87317617323235263605838,8731761732323526360583817315103459573653
85205972638592249347636231221881137063,8520597263859224934763623122188113706307
ingolsta,ingolstadt
1459091064841642678,1459091064841642678309949723674420175862
8818865149169302451512835579818112,8818865149169302451512835579818112344900
51840445170427018938,5184044517042701893819942434100905753762
114161956394241,1141619563942414312254397099163565102848
plotting,plottings
094862,0948624826169448020179174822308583500786
variegat,variegated
1046,1046554389165150954187306071015034430609
337730158153633414,3377301581536334149093237034703637513354
85056850623094155206877987539740658,8505685062309415520687798753974065848425
1529538871443696,1529538871443696399406391099267018219539
350394353,3503943531836741051762565704797064478004
umslv,umslvma
438768997870232343858438,4387689978702323438584381125011714013265
84667138075463834716354288,8466713807546383471635428854957610942841
331681162551898060409183018907512,3316811625518980604091830189075121701929
36569532074170533486782754827815,3656953207417053348678275482781541556196
91208858207627011483671760,9120885820762701148367176074904698091444
73382,7338237767914829203283196838105907715727
0662586,0662586171172949803824887998650406156397
7264111201352885913178482994,7264111201352885913178482994756824725648
variabl,variable
308175112698,3081751126989851884087185640260353055837
7904159,7904159804399212488984866079504501170116
flor,florida
443019579379378607210,4430195793793786072107254277289071732854
016486526138918422435017974559936,0164865261389184224350179745599361679406
6395173941101311525,6395173941101311525027504657493430637665
2044102134790,2044102134790034598411927024921557026873
20832348471084717,2083234847108471706160879195227388252347
reform,reformers
674653702874660625843463297083037,6746537028746606258434632970830372598049
220085667369577082272033893665,2200856673695770822720338936659590666350
fearfull,fearfully
fanati,fanatics
12442,1244284176256230139538669970308943645907
attenti,attention
826495194380424,8264951943804240543255345965248373785310
administrato,administrators
24973756940558138630581,2497375694055813863058109982337256516492
_religi,_religious_
826827797651258953563761485994485049,8268277976512589535637614859944850497066
86586516846456996481001563374125509847,8658651684645699648100156337412550984797
technica,technical
7217091398312311805404327701583562951,7217091398312311805404327701583562951365
surname,surnames
885310067289470330795408,8853100672894703307954080458332419218848
631757043011485087384,6317570430114850873840485918501572643921
34224477655841778861717372654620,3422447765584177886171737265462085498294
0976904563415765733955495,0976904563415765733955495884489480936040
153727,1537278435539862440158564886921016447816
1738497685231362760768684,1738497685231362760768684947803649482999
31057993169,3105799316979179167182711458374352220263
86029406,8602940662803255416535431518013714821941
fundraisi,fundraising
2767881806762865097808571826211700314,2767881806762865097808571826211700314000
muscov,muscovite
9146870159735868589015297010347780503,9146870159735868589015297010347780503292
95766257217621860474573769577,9576625721762186047457376957764958220179
180890184731175,1808901847311751199425460594416773315777
215750567299912741771492796088315023586,2157505672999127417714927960883150235869
4826375270813531055,4826375270813531055708180496424985846461
0434628094888288712101968,0434628094888288712101968642736370461639
39058102941160049869930775142851302128,3905810294116004986993077514285130212862
343379789315820394128789897289732988125,3433797893158203941287898972897329881255
35958628710665496282599535127193,3595862871066549628259953512719324463579
remor,remorse
501777,5017772538740256425347087908913729172282
23479762673689855474944277949916560108,2347976267368985547494427794991656010852
admon,admonishing
39375771859916335112163,3937577185991633511216344103791045184501
remon,remonstrance
cassav,cassava
whenev,whenever
43817760810077391833937,4381776081007739183393749346933644748150
26465913203560121875933,2646591320356012187593379163966643728283
545504847110787429054998706003739,5455048471107874290549987060037398311376
8156159561093181518370113510479017638,8156159561093181518370113510479017638359
681986701778616726719723741569,6819867017786167267197237415691788000169
78568141143802152387670645506,7856814114380215238767064550632330672339
0386506786693,0386506786693396236535556479102508529284
64923094121,6492309412151445639478899993271458759695
99466665203753,9946666520375302719237642525529103479503
94740939258407362058,9474093925840736205824284934902475688335
968010878994,9680108789949050665449154457795216603855
stubbor,stubborn
180776360346245927877846585065,1807763603462459278778465850656050780844
7841301764553247527,7841301764553247527073788764069366420012
baltim,baltimore
37717054747250269417329828904002,3771705474725026941732982890400239372879
0404598300,0404598300894356595426725687971491870344
415211151368350627526023264847287,4152111513683506275260232648472870392076
135925574751353516,1359255747513535160669108359443999692315
reminis,reminiscence
remna,remnants
5666499902261686,5666499902261686019672053749149951226823
incurr,incurring
commensu,commensurate
chicken,chickens
321290777237485066354891,3212907772374850663548917089285076023435
pugil,pugilist
979919361853380201407072481,9799193618533802014070724816273043134189
304998926472034986965363326210919830,3049989264720349869653633262109198306214
peacheri,peacherinos
pampe,pamper
9538099681072,9538099681072143012394693530931524054081
395519642603974438298748223,3955196426039744382987482232266203635286
9205870515074254852744810154,9205870515074254852744810154541079359513
08630815,0863081581858628158830545646622976948039
personificatio,personification
flut,fluttered
7194304251179,7194304251179404567986211463013840237109
disappointmen,disappointment
242819174795866199944411196,2428191747958661999444111962087304980643
5547465540,5547465540000517662402028259448288338118
24909336069,2490933606999809477625379297359703775906
350366041699732972508868,3503660416997329725088687696640355570716
2411653980646785444273,2411653980646785444273124462179491306502
928054983916926106897515,9280549839169261068975151083963132117128
2573965950,2573965950289645637766038988037941517917
2457711615055505190762762500165221662,2457711615055505190762762500165221662747
766649106862,7666491068620333787138260589876552104236
60002742,6000274250272245157090630449636923093838
241536214303199965695,2415362143031999656956107535704172072853
76156321810842898,7615632181084289820770697413870705326611
95047405652104100226898785852547068,9504740565210410022689878585254706890316
naturalizat,naturalization
39203055763589,3920305576358989492412827022489373848906
62784771327405955796006483432888278,6278477132740595579600648343288827864837
4899850763,4899850763163066805026711594463629352512
paltr,paltry
114472041476091765,1144720414760917658043029845017468679812
709957407786,7099574077867893493119752042379250228513
gende,gendered
_this,_this_
crocodi,crocodile
4264818473989,4264818473989215627086095650629340405264
41193266075165452741,4119326607516545274182945954118927726419
858405364460216165178855689693026851,8584053644602161651788556896930268518895
566649990226168601967205374,5666499902261686019672053749149951226823
1535633471775664,1535633471775664392125733993165330324425
75875198368615261640872525948201269919,7587519836861526164087252594820126991923
4839404675057083,4839404675057083479279483381332762379378
361579518379370267414514009028330644662,3615795183793702674145140090283306446620
159366771221853764237622210477933895637,1593667712218537642376222104779338956378
570946771318221132,5709467713182211320550504657970186933776
03468415744312773981,0346841574431277398110441867620329544754
71996894,7199689407223384740454259231663978160820
gener,general
3664528978019175132987747,3664528978019175132987747952929099598069
muscul,muscular
141692,1416928368190255151086574637721112523897
891087016427016901400782574831,8910870164270169014007825748311598976330
2424836137964,2424836137964756924820763213564273572616
0763432091319780,0763432091319780314031658897379628301178
0434560669664568997469103739877128915,0434560669664568997469103739877128915933
chesapeak,chesapeake
joyle,joyless
0579549008076040034,0579549008076040034154662137669606444293
67750085960128475289259,6775008596012847528925946334831240876674
91892926465588805936,9189292646558880593601275151838235485893
bandwidt,bandwidth
964589595677955886909840476825925347,9645895956779558869098404768259253477849
footin,footing
2370087203921208549956968106137918,2370087203921208549956968106137918902996
388349989470741618155012,3883499894707416181550125397064648171946
125746793978149195364287432112242157985,1257467939781491953642874321122421579851
chemistr,chemistry
637523647962685,6375236479626857516600665393641422730630
capacitie,capacities
7906519612917,7906519612917777354183694676232982904981
36955619347638598187756855912376232580,3695561934763859818775685591237623258084
442858,4428584870694307099756567949198418996425
297485616780079779959696843,2974856167800797799596968433677303524830
594569685782817020325495552528875464466,5945696857828170203254955525288754644660
463223702071533134887083174146,4632237020715331348870831741465914924063
gregariou,gregariousness
5819996523927,5819996523927548842743541440288453645559
32524294135348699384658137175,3252429413534869938465813717585761433095
760173385884376314414811356169303046842,7601733858843763144148113561693030468420
3544731,3544731963084400668351551609139256929121
torture,tortures
torturi,torturing
ordinar,ordinary
825600927397766758564259837858749,8256009273977667585642598378587497776669
488298439195464337,4882984391954643375335578789506401899868
09486248261694480201791,0948624826169448020179174822308583500786
ordinan,ordinance
571133728684020557441603083,5711337286840205574416030837052312242587
footpa,footpaths
definit,definite
10616155,1061615543708329950285490365961736272655
403279,4032799404016800137293477301530941805070
entic,enticements
405616668676644028682116072948303052364,4056166686766440286821160729483030523646
starti,starting
73342,7334207198502259771408638122015980894363
6502281032776211,6502281032776211584228243326952862913766
916722273,9167222737184303852631072660000473678724
starte,started
propelle,propeller
2097760735632832966564135817028088,2097760735632832966564135817028088013546
0053783046195406369718,0053783046195406369718429161685827341222
48199022539902231591338814,4819902253990223159133881458514872251265
deception,deceptions
711809238,7118092384406563531361826769237616133892
379077502660201148149354822289166636,3790775026602011481493548222891666364078
13643356413242974208137266896149,1364335641324297420813726689614910956421
75658002,7565800211928270391042391966426911155333
9817530946230,9817530946230476048323993793910021425329
16512966636764451872,1651296663676445187246565373040244368414
751550639981,7515506399810164664145921024068382946032
73357,7335779495554986552141933981702686399873
06343608307376281613984107392410037,0634360830737628161398410739241003719675
93346685610837898088303135,9334668561083789808830313571333157729435
assump,assumptions
89068518,8906851867558685744344692137920945906836
72105648,7210564861918603858715882024476138160390
5216436594262960768570585,5216436594262960768570585698507157151317
2674257,2674257860878489818562886998085166571332
899852,8998525989667247441265036084164841607244
28680813247,2868081324793106686855857401668022408227
641277739531130,6412777395311302041566848265531411348993
9287511385,9287511385856973381976083524423240466778
9580591237612512030,9580591237612512030109838678411957258877
1004309023571363689261949376360267,1004309023571363689261949376360267364587
21367582884232859577594126844790,2136758288423285957759412684479036912662
conque,conquered
85840536446021616,8584053644602161651788556896930268518895
66861099438304996043740732,6686109943830499604374073231957844732548
attenda,attendants
becaus,because
6833441,6833441730731508054401388940840872531975
attende,attended
6042207963944666211632,6042207963944666211632551577290709784731
196869893461117716056191068122601,1968698934611177160561910681226015874410
84085703978151998148822390059,8408570397815199814882239005994891194647
disaster,disasters
attendi,attending
4135679,4135679554246646013356636173058117116460
794327485714,7943274857148827821608844765700041403499
770417189861068739696552126715468,7704171898610687396965521267154688957035
33366633834768443807262430731901,3336663383476844380726243073190193635710
972317817154372192103,9723178171543721921039466384737156302267
05444481320,0544448132093266582986850659125571745568
662235628745913851859,6622356287459138518590441625066322224956
9884514,9884514141469311719314272028007223449941
99218174135966,9921817413596629043572900334295260595630
9731087402647536582575657351059,9731087402647536582575657351059978314264
674653702874660625843463297083037259,6746537028746606258434632970830372598049
5234302680814869781,5234302680814869781648243493534568558436
31139811092831583216931563867,3113981109283158321693156386745974744958
224647,2246478161553353227545326454308709332092
sulliv,sullivan
863368869446655641126622,8633688694466556411266228792181211412142
footno,footnote
marvel,marvelous
0518704790601584084302914787302246651,0518704790601584084302914787302246651371
enthr,enthroned
5928418,5928418041510055519914656493487279696935
unsleepin,unsleeping
9933790487,9933790487113395588485234240255002352200
50602819024521,5060281902452191177018634505171087023903
4833838,4833838054369880310983922140260514297591
6298914022,6298914022658002613415803948035797101900
regulate,regulated
49255421793982723279357095828,4925542179398272327935709582874859712678
3352975136073772030571342,3352975136073772030571342739638126588567
3020994152,3020994152152288611175126686173051956249
regulati,regulating
agonis,agonised
7036598365960493964571491686005656,7036598365960493964571491686005656771360
885310067289470330795408045833241,8853100672894703307954080458332419218848
4292334,4292334517042242667960707540402855118239
glanc,glance
275631072233467261137054,2756310722334672611370549079536583453863
66366740720668999061320627793994112805,6636674072066899906132062779399411280575
footst,footsteps
1325834287152408356615221655749984312,1325834287152408356615221655749984312362
3475499431740580563099143218212,3475499431740580563099143218212547336281
367109059236155113860,3671090592361551138604472463787212446125
0294933073847175447,0294933073847175447537619370178829763824
07790516822585,0779051682258572357326652344149561690079
unmanag,unmanageable
566649990226168601967205374914995122682,5666499902261686019672053749149951226823
relyi,relying
9259776,9259776281781828253720229201081864494483
7559610316769658716128195191966889332,7559610316769658716128195191966889332664
6186797172560815,6186797172560815532871643611147487510703
8540917878,8540917878668826947602781853283155445565
wretch,wretched
8722805208286763003610917345086,8722805208286763003610917345086321330336
814276391051,8142763910519234685081979001796519907050
1259293668,1259293668405913700595269149344218618917
23215489606281779430226864057,2321548960628177943022686405795558457306
eastwar,eastward
014711747846483924122567652359341855,0147117478464839241225676523593418554066
81665213747173254777277834887,8166521374717325477727783488774366518828
166417210831405,1664172108314055186413330222478711851181
45857482,4585748228606859593502657405750939203135
75722334357888635370305350083576791801,7572233435788863537030535008357679180120
27678818067628650978,2767881806762865097808571826211700314000
971851,9718514623865421671429236191647402172547
1860319598667962363489309,1860319598667962363489309283087840712400
971859,9718597689704275904150094659525276348762
assura,assurance
598793,5987931636889230098793127736178215424999
51155212468893587328987833626781936,5115521246889358732898783362678193617640
264659132035601218759,2646591320356012187593379163966643728283
assure,assured
undemonst,undemonstrative
28381694330,2838169433097501291854459692338873328861
annapo,annapolis
3391673583102,3391673583102728579723061998175868700492
assuri,assuring
australi,australia
5253633041069203370469109309,5253633041069203370469109309758878293829
4292334517042242667960707540,4292334517042242667960707540402855118239
090007474065945650315375,0900074740659456503153750441779821923063
15401477953167461726208727304820634652,1540147795316746172620872730482063465246
508478312747479190999688993727522,5084783127474791909996889937275229053674
380129686403797835535590713557083699473,3801296864037978355355907135570836994731
hazardo,hazardous
438528270165,4385282701658246192092219529134323496779
63927,6392767687720145153302241853125308442727
54385093967129918067471909885312710,5438509396712991806747190988531271072672
instigatio,instigation
29530944291195902959,2953094429119590295968563923037689976327
57814876772991,5781487677299160941153954063362752423712
26723432718680996,2672343271868099625045432475688702055341
813462854,8134628546189728615020774374529539536929
acrobati,acrobatics
813484929229,8134849292299647248229359787842720945578
294227710593056660625152,2942277105930566606251522909241480570809
91468701597358685890152970,9146870159735868589015297010347780503292
38012968,3801296864037978355355907135570836994731
0832028056991704259010,0832028056991704259010387692865833655772
449204881986297863297431369485117805792,4492048819862978632974313694851178057929
44313253477130941867171,4431325347713094186717178607522981373539
spectacula,spectacular
constellatio,constellations
schoolfel,schoolfellow
332421,3324210300218460588586954418502977463085
16213220025119379527248034013313524701,1621322002511937952724803401331352470141
runaway,runaways
62746102488277064888650377651756788,6274610248827706488865037765175678806872
558846422370760111774821079625901180,5588464223707601117748210796259011802655
unhesitat,unhesitatingly
6747491801634566,6747491801634566788881078210115182631487
798673920803845633723311983855862638008,7986739208038456337233119838558626380085
99348044455498505978232978986170294,9934804445549850597823297898617029498418
_the_,_the_king
104655438916515095418730607101503,1046554389165150954187306071015034430609
unexample,unexampled
427683655826706766313911972211811528,4276836558267067663139119722118115284665
datas,dataspace
guardia,guardian
cutba,cutbacks
419428906113497996103467207735495959386,4194289061134979961034672077354959593868
reconcil,reconcile
proficien,proficiency
farmla,farmland
7815639779963195741262,7815639779963195741262763401113013508272
175837688,1758376884367860814463196419125665740477
541382655433884877788599720636,5413826554338848777885997206367966069232
899852598966724744126503608416484160,8998525989667247441265036084164841607244
012340933879,0123409338799977609743361575091099258546
51325743496451068,5132574349645106814796947826197014832043
34558561314020776599614,3455856131402077659961425464632886773568
632513926694249,6325139266942494856923209045968977756767
443132534771309418671717860752298137353,4431325347713094186717178607522981373539
326560815820452,3265608158204521688392231202567106538845
07486215513375036775585494138678352,0748621551337503677558549413867835292827
7492133166316281245638823828871564844,7492133166316281245638823828871564844788
27027921095935430555797326,2702792109593543055579732660554677963552
9583763453426634209462,9583763453426634209462144266724539871710
3623146700931176,3623146700931176133132018631158730886798
threade,threaded
7375227693199222635973,7375227693199222635973520722998387368484
282773904303868772728262065663129387,2827739043038687727282620656631293874598
33035221118290715975388218397775528129,3303522111829071597538821839777552812981
623883522,6238835221520814478940626889936085239827
antagonisti,antagonistic
3507082526004682124282043436724582,3507082526004682124282043436724582447885
03949840335809130,0394984033580913091401978778436501679601
337730158153633414909323,3377301581536334149093237034703637513354
281633904967655878990148747797,2816339049676558789901487477972479202502
99900,9990039649482454575207049220916206142229
65624818782002,6562481878200276996373415588000086785256
avaun,avaunt
77041718986106873969,7704171898610687396965521267154688957035
651702359509713320363157894564448,6517023595097133203631578945644487800945
4982076074,4982076074782702588614099760507880367067
2219749124257510162187439772902147,2219749124257510162187439772902147704638
3457301533364263076,3457301533364263076798544338576171533346
975771508108494,9757715081084944350828545874991294385756
9589582881907490040331593436,9589582881907490040331593436076189609669
0253950873238,0253950873238877935740978128818700082994
strea,stream
unwill,unwilling
687923125104608097738955654889628150895,6879231251046080977389556548896281508951
285331794353,2853317943535073401891193638546730000660
33311083171180723404432681373,3331108317118072340443268137372312096690
27168483955241059136059198,2716848395524105913605919812444978458110
stree,street
2276657552106636718796032175,2276657552106636718796032175271844046515
memoir,memoirs
4648523633247591026705624663508025530,4648523633247591026705624663508025530581
408054769705821417128,4080547697058214171286363296501304165012
378282971,3782829712054469318226040167030853091165
275819665639411489617168329804551397295,2758196656394114896171683298045513972950
049370515073677646298449716821,0493705150736776462984497168212199419827
964762351635690094450860580912024,9647623516356900944508605809120245990461
76974774451947,7697477445194704383673960007657862824547
1772522568261147801424289697096,1772522568261147801424289697096712196750
69344731,6934473129971189346354502994681747128179
3767,3767274502716389752341114262878287367583
9928201815764270,9928201815764270549629974019008374934449
3381868879,3381868879778588172919766045163533535560
compare,compared
867671026492617651011076687659625,8676710264926176510110766876596258810039
compara,comparatively
unright,unrighteous
2097760735632832966564135,2097760735632832966564135817028088013546
technologist,technologists
769320554911860153519551654627941175593,7693205549118601535195516546279411755939
2789834328957,2789834328957841696889075623746728104480
91286170613364,9128617061336487318319756081256946008940
67336701061509424345698440187331281,6733670106150942434569844018733128101079
376908932558914,3769089325589145981417248526582995108822
compari,comparison
639948986836168919377836648327137363654,6399489868361689193778366483271373636546
journal,journals
nicholso,nicholson
celebr,celebrated
737046352,7370463520132718259241090604009763858585
701504495496412,7015044954964124543616562101509199978629
dearbo,dearborns
disastro,disastrous
131450343857340,1314503438573403257954970781938528569992
impartia,impartial
367436154108159346496,3674361541081593464960431603544354737728
conspirat,conspirators
1828516751135817147262,1828516751135817147262582859694079851857
9171467622673050442250759152902517427,9171467622673050442250759152902517427746
spotte,spotted
51464170076989305,5146417007698930562016350219269265316659
276860122655863045691313356097815,2768601226558630456913133560978156776098
572187460210053114833,5721874602100531148335132385004782716937
00290866830543178700935506694438,0029086683054317870093550669443891319133
64722049894456290503958737889126805,6472204989445629050395873788912680565516
22377134077549545477791813823,2237713407754954547779181382354260718461
316514066229171223429375806143,3165140662291712234293758061439934849143
814160639131235975350390320077529587392,8141606391312359753503903200775295873924
1600469103366024159045046,1600469103366024159045046373335974881199
3785,3785326601858425689141091944645661626677
deserv,deserving
77612198,7761219812979540401506539853415790536291
144844955389772869660103,1448449553897728696601037841520390662890
relea,release
249290016267559708379799564748735453,2492900162675597083797995647487354531686
86336886944665564112662287921812114121,8633688694466556411266228792181211412142
66545352408828726753775,6654535240882872675377591970745262863228
1141,1141619563942414312254397099163565102848
5562358098672563820056521,5562358098672563820056521551995179355106
771556887472884518381,7715568874728845183810606903802652831827
strai,straight
842433355509582219128627972054,8424333555095822191286279720545546626709
34471718615647723811737035654917628707,3447171861564772381173703565491762870758
5599921057819137103,5599921057819137103018897920640888397476
2816339049676558789901487477972479202,2816339049676558789901487477972479202502
61602962113570056638,6160296211357005663834799033404962387594
27875143202956393295910508349,2787514320295639329591050834968702906069
3801296864037,3801296864037978355355907135570836994731
stray,strayed
038097691,0380976919326064376087432093856028156428
uncont,uncontrollable
054133405392200011378630094556,0541334053922000113786300945560688166740
disunio,disunion
022877211233456,0228772112334562442102471516394125125895
8256009273977,8256009273977667585642598378587497776669
1038036899144538148,1038036899144538148456268260400345679824
442858487069,4428584870694307099756567949198418996425
mach,machine
compani,companion
93554992671348503157823,9355499267134850315782388995675452879155
469905236635023302408721865,4699052366350233024087218654727629639065
08358426133811426238554203157742,0835842613381142623855420315774246613108
848148810833946900016380791,8481488108339469000163807910759607455046
67266429786676876,6726642978667687697789291431128505043098
446300550448184991,4463005504481849916996622087746140216157
7196235856312618387156774118738527,7196235856312618387156774118738527722922
relay,relaying
7264685264869172,7264685264869172948414153004604004299585
03865067,0386506786693396236535556479102508529284
1004309023571363689261949,1004309023571363689261949376360267364587
775608796442792027083121501564063,7756087964427920270831215015640634134161
106198859141480579931872536753,1061988591414805799318725367531243470335
unpurg,unpurged
7841301764553247527073788764,7841301764553247527073788764069366420012
90584059184988338107113660,9058405918498833810711366073657536918428
94740939258407362058242,9474093925840736205824284934902475688335
carefulne,carefulness
56755572945859621,5675557294585962182052650473353712351623
2688313289470553891357290706967,2688313289470553891357290706967599556298
relie,relief
relia,reliable
curta,curtains
661011433404214473683453638496544701067,6610114334042144736834536384965447010678
maen,maenads
78331513186758915668,7833151318675891566830067921021594733685
creden,credence
9808095,9808095230775693588516160277195214889983
322889953285828397762184,3228899532858283977621846009676692675812
1178,1178936752146022386905665481382858280449
7615755549162,7615755549162366017628802206010686555241
104655,1046554389165150954187306071015034430609
curti,curtis
mada,madame
3671800538456378551291718,3671800538456378551291718484178415947974
tranquillit,tranquillity
78229768,7822976841001176579870981857251313722677
2233907784127,2233907784127518419316118815588722967674
madm,madman
256440868477497,2564408684774976750899916415350216022396
statemen,statements
079812046567,0798120465679532298635737458903165400701
17851294305,1785129430593232816058265356238481641921
209923628292261254323607122627032457263,2099236282922612543236071226270324572637
561873857836,5618738578364475844842355558105002561149
statut,statute
4809435794073212660124,4809435794073212660124507966137894422084
151254186648853961615420551523750004267,1512541866488539616154205515237500042679
12567,1256703078718851093363444801496752406185
62486164093864525217,6248616409386452521779352899475784962552
strok,stroke
5322613212098258391805383,5322613212098258391805383608141447913203
557370908551506480023,5573709085515064800232147644303723246614
3005522324221858619139479518,3005522324221858619139479518422013155331
016984205580403363795376452030402432,0169842055804033637953764520304024322566
9468635333917587374,9468635333917587374465520060088199752940
unenforce,unenforceability
862427986411437928435620575955500144,8624279864114379284356205759555001443080
771891079352432343227617877,7718910793524323432276178771256825112648
0476703386641002527727680088638326662,0476703386641002527727680088638326662948
nurse,nursed
3345637325956725335431617158653333,3345637325956725335431617158653333984332
unpardon,unpardonable
palis,palisade
61244026868339555870607758169954,6124402686833955587060775816995439846956
nursi,nursing
401008430380631442183776750349813408169,4010084303806314421837767503498134081693
344717186156477238117370356,3447171861564772381173703565491762870758
08173869597551760838776002775172530,0817386959755176083877600277517253037133
24764273954019094035844372519,2476427395401909403584437251915352134557
10388325500736,1038832550073648999371671832800283988323
6431489032333739267634091155271897,6431489032333739267634091155271897684298
whoopjam,whoopjamboreehoo
pretenti,pretentious
511552124688935873,5115521246889358732898783362678193617640
commemor,commemorate
4021962955724793298713285247999463,4021962955724793298713285247999463893892
credib,credible
7348915189,7348915189650027442328981181709248273610
369032103,3690321031976898112055595369465424704173
main,maintaining
049370515073677646298449716821219941,0493705150736776462984497168212199419827
936711640477,9367116404777559854812639075047472950126
2251559647040612970477598185518784414,2251559647040612970477598185518784414199
0128170543067985261,0128170543067985261868949895004918275008
3843381891200428537875493027689,3843381891200428537875493027689721681991
12516,1251617607899846301034934969814942610553
59989902482998,5998990248299853826140395410812427393530
peaceab,peaceable
6875292113593222026,6875292113593222026568185641826082753879
35145076415353605194621122170006763,3514507641535360519462112217000676321611
733265278569418005501363433953502870836,7332652785694180055013634339535028708362
45476425884099521648255,4547642588409952164825544536620838117891
becalme,becalmed
3821939520292,3821939520292791797324709455969101640298
427372,4273726937288386902125284843370917479603
9612053532174352764937901877252,9612053532174352764937901877252263626883
71922822830451691113636527745179758,7192282283045169111363652774517975842147
coordinat,coordinating
57499849339203931744540261666367464666,5749984933920393174454026166636746466687
278483615214,2784836152140668972661027123715779503062
ogno,ognor
61326418823586036569054,6132641882358603656905477334307091175915
688027220523386003728429031,6880272205233860037284290315582845459385
shadder,shadders
4060928243012546201380603,4060928243012546201380603260812194287684
59433004036,5943300403637625911891956915616261227047
6446988901247285,6446988901247285192778589195228773637440
06398887404742186697709,0639888740474218669770934964775817368358
threate,threatened
896715766772,8967157667726319644252493194180647242378
57017823038096,5701782303809656788311228930580914057261
informationa,informational
061203337628,0612033376286953379243954715539421312102
232527057,2325270572005303988289499034259566232975
9415531513869887818372322,9415531513869887818372322713640117558813
81321048451878451623,8132104845187845162306239118780246040508
14169283681,1416928368190255151086574637721112523897
